0.000000000000000000e+00,2.167000000000000171e+01,1.150000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.017000000000000171e+01,8.169999999999999929e+00,2.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,1.959999999999999964e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+01,1.590000000000000000e+02
0.000000000000000000e+00,1.583000000000000007e+01,5.849999999999999645e-01,2.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,5.867000000000000171e+01,4.459999999999999964e+00,2.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,3.040000000000000036e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.300000000000000000e+01,5.610000000000000000e+02
1.000000000000000000e+00,3.350000000000000000e+01,1.750000000000000000e+00,2.000000000000000000e+00,1.400000000000000000e+01,8.000000000000000000e+00,4.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.530000000000000000e+02,8.580000000000000000e+02
1.000000000000000000e+00,4.142000000000000171e+01,5.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.700000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,3.492000000000000171e+01,5.000000000000000000e+00,2.000000000000000000e+00,1.400000000000000000e+01,8.000000000000000000e+00,7.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.001000000000000000e+03
1.000000000000000000e+00,4.807999999999999829e+01,6.040000000000000036e+00,2.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.691000000000000000e+03
1.000000000000000000e+00,2.957999999999999829e+01,4.500000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,7.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.300000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.892000000000000171e+01,9.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.800000000000000000e+01,5.920000000000000000e+02
0.000000000000000000e+00,2.242000000000000171e+01,5.665000000000000036e+00,2.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,2.584999999999999964e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.290000000000000000e+02,3.258000000000000000e+03
1.000000000000000000e+00,3.275000000000000000e+01,1.500000000000000000e+00,2.000000000000000000e+00,1.300000000000000000e+01,8.000000000000000000e+00,5.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.317000000000000171e+01,3.040000000000000036e+00,1.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,2.040000000000000036e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+02,1.802800000000000000e+04
