4.060000000000000000e+02,-2.312226541999999885e+00,1.951992010999999971e+00,-1.609850731999999951e+00,3.997905588000000066e+00,-5.221878650000000288e-01,-1.426545318999999923e+00,-2.537387305999999842e+00,1.391657248000000013e+00,-2.770089276999999850e+00,-2.772272145000000076e+00,3.202033206999999937e+00,-2.899907387999999919e+00,-5.952218809999999527e-01,-4.289253782000000292e+00,3.897241200000000072e-01,-1.140747179999999972e+00,-2.830055675000000104e+00,-1.682246800000000014e-02,4.169557050000000098e-01,1.269105590000000061e-01,5.172323709999999686e-01,-3.504936899999999689e-02,-4.652110760000000012e-01,3.201981990000000167e-01,4.451916699999999838e-02,1.778397979999999934e-01,2.611450029999999867e-01,-1.432758749999999970e-01,0.000000000000000000e+00
4.720000000000000000e+02,-3.043540623999999806e+00,-3.157307121000000105e+00,1.088462779999999963e+00,2.288643618000000046e+00,1.359805130000000029e+00,-1.064822522999999910e+00,3.255742660000000011e-01,-6.779365299999999539e-02,-2.709528359999999747e-01,-8.385865649999999505e-01,-4.145754480000000131e-01,-5.031408600000000231e-01,6.765015450000000374e-01,-1.692028933000000013e+00,2.000634838999999943e+00,6.667796959999999773e-01,5.997174140000000042e-01,1.725321007000000018e+00,2.833448299999999920e-01,2.102338792999999928e+00,6.616959249999999626e-01,4.354772089999999762e-01,1.375965743000000074e+00,-2.938031529999999836e-01,2.797980319999999743e-01,-1.453617150000000025e-01,-2.527731229999999885e-01,3.576422499999999671e-02,5.290000000000000000e+02
4.462000000000000000e+03,-2.303349567999999792e+00,1.759247460000000096e+00,-3.597447429999999780e-01,2.330243051000000065e+00,-8.216283279999999634e-01,-7.578757099999999802e-02,5.623197819999999902e-01,-3.991465779999999741e-01,-2.382533679999999932e-01,-1.525411626999999992e+00,2.032912157999999803e+00,-6.560124294999999606e+00,2.293732299999999905e-02,-1.470101536000000042e+00,-6.988260689999999942e-01,-2.282193829000000118e+00,-4.781830856000000018e+00,-2.615664944999999797e+00,-1.334441066999999981e+00,-4.300218670000000021e-01,-2.941663179999999822e-01,-9.323910570000000231e-01,1.727262960000000014e-01,-8.732953799999999822e-02,-1.561142650000000021e-01,-5.426278890000000299e-01,3.956598900000000280e-02,-1.530287969999999942e-01,2.399300000000000068e+02
6.986000000000000000e+03,-4.397974441999999762e+00,1.358367027999999976e+00,-2.592844218000000200e+00,2.679786967000000075e+00,-1.128130942000000081e+00,-1.706536387999999960e+00,-3.496197292999999817e+00,-2.487777429999999956e-01,-2.477678990000000137e-01,-4.801637406000000219e+00,4.895844223000000106e+00,-1.091281932000000054e+01,1.843716860000000068e-01,-6.771096724999999594e+00,-7.326183000000000001e-03,-7.358083221000000229e+00,-1.259841854000000083e+01,-5.131548628000000001e+00,3.083339460000000254e-01,-1.716078789999999910e-01,5.735740679999999925e-01,1.769677179999999961e-01,-4.362068840000000169e-01,-5.350186500000000261e-02,2.524052620000000191e-01,-6.574877550000000070e-01,-8.271357150000000491e-01,8.495733800000000446e-01,5.900000000000000000e+01
7.519000000000000000e+03,1.234235046000000002e+00,3.019740420999999841e+00,-4.304596884999999595e+00,4.732795130000000405e+00,3.624200831000000012e+00,-1.357745662999999992e+00,1.713444988000000002e+00,-4.963584870000000149e-01,-1.282857820000000038e+00,-2.447469255000000121e+00,2.101343865000000033e+00,-4.609628391000000214e+00,1.464377625000000016e+00,-6.079337192999999750e+00,-3.392373730000000087e-01,2.581850954000000087e+00,6.739384385000000144e+00,3.042493177999999965e+00,-2.721853122000000180e+00,9.060835999999999196e-03,-3.790683069999999932e-01,-7.041810320000000400e-01,-6.568047559999999896e-01,-1.632652956999999905e+00,1.488901448000000016e+00,5.667972730000000459e-01,-1.001622299999999945e-02,1.467927350000000075e-01,1.000000000000000000e+00
7.526000000000000000e+03,8.430365000000000428e-03,4.137836834999999880e+00,-6.240696572000000053e+00,6.675732163000000163e+00,7.683070250000000323e-01,-3.353059548000000056e+00,-1.631734672999999969e+00,1.546124480000000134e-01,-2.795892464000000022e+00,-6.187890630000000058e+00,5.664394708999999750e+00,-9.854484822999999949e+00,-3.061666579999999804e-01,-1.069119620999999931e+01,-6.384981929999999917e-01,-2.041973791000000205e+00,-1.129055877000000097e+00,1.164525210000000033e-01,-1.934665738999999940e+00,4.883782210000000013e-01,3.645142100000000052e-01,-6.080571340000000546e-01,-5.395279419999999826e-01,1.289399830000000080e-01,1.488481209999999999e+00,5.079626779999999453e-01,7.358216359999999456e-01,5.135737409999999725e-01,1.000000000000000000e+00
7.535000000000000000e+03,2.677922599999999972e-02,4.132463897000000053e+00,-6.560599968000000004e+00,6.348556673000000039e+00,1.329665668999999939e+00,-2.513478848000000099e+00,-1.689102199999999998e+00,3.032528010000000163e-01,-3.139409056999999947e+00,-6.045467797999999782e+00,6.754625447999999643e+00,-8.948178579000000354e+00,7.027249979999999896e-01,-1.073385410000000029e+01,-1.379519857000000016e+00,-1.638960114999999940e+00,-1.746350135999999997e+00,7.767440979999999939e-01,-1.327356634999999896e+00,5.877432190000000389e-01,3.705086510000000222e-01,-5.767524729999999877e-01,-6.696053720000000320e-01,-7.599075299999999977e-01,1.605055550000000109e+00,5.406753960000000303e-01,7.370403819999999939e-01,4.966991080000000003e-01,1.000000000000000000e+00
7.543000000000000000e+03,3.295943330000000171e-01,3.712889295000000089e+00,-5.775935107999999651e+00,6.078265506000000151e+00,1.667359013000000001e+00,-2.420168413999999935e+00,-8.128912489999999824e-01,1.330801179999999972e-01,-2.214311311999999976e+00,-5.134454470999999742e+00,4.560720105999999774e+00,-8.873748362000000611e+00,-7.974835999999999592e-01,-9.177166370000000128e+00,-2.570247749999999831e-01,-8.716884900000000380e-01,1.313013629000000071e+00,7.739138730000000299e-01,-2.370599450999999913e+00,2.697727759999999919e-01,1.566171690000000005e-01,-6.524504410000000476e-01,-5.515722189999999747e-01,-7.165216349999999901e-01,1.415716615000000012e+00,5.552647400000000344e-01,5.305073890000000514e-01,4.044740549999999990e-01,1.000000000000000000e+00
7.551000000000000000e+03,3.164589999999999903e-01,3.809075947000000184e+00,-5.615159011000000255e+00,6.047445102000000183e+00,1.554025956999999902e+00,-2.651353111999999790e+00,-7.465792730000000432e-01,5.558631099999999936e-02,-2.678678542000000107e+00,-4.959492911999999976e+00,6.439053352000000174e+00,-7.520117392999999595e+00,3.863516670000000097e-01,-9.252307246999999180e+00,-1.365188414999999988e+00,-5.023621910000000135e-01,7.844265980000000305e-01,1.494304606999999896e+00,-1.808012159000000008e+00,3.883074280000000100e-01,2.088283690000000137e-01,-5.117466189999999582e-01,-5.838132209999999933e-01,-2.198450289999999974e-01,1.474752583999999977e+00,4.911919260000000009e-01,5.188682850000000402e-01,4.025280680000000166e-01,1.000000000000000000e+00
7.610000000000000000e+03,7.256457400000000391e-01,2.300894437999999820e+00,-5.329976183000000312e+00,4.007682804999999959e+00,-1.730410589999999971e+00,-1.732192568000000099e+00,-3.968592618000000183e+00,1.063728153000000010e+00,-4.860965520000000151e-01,-4.624984954000000315e+00,5.588723915000000098e+00,-7.148242635999999983e+00,1.680450741000000026e+00,-6.210257746999999995e+00,4.952821179999999934e-01,-3.599540209000000157e+00,-4.830324241999999657e+00,-6.490901199999999927e-01,2.250123249000000047e+00,5.046462259999999755e-01,5.896691269999999596e-01,1.095413189999999981e-01,6.010452769999999889e-01,-3.647002779999999889e-01,-1.843077692000000045e+00,3.519092979999999815e-01,5.945499779999999790e-01,9.937223600000000268e-02,1.000000000000000000e+00
